order_item_id,order_id,product_id,quantity,item_price
533,359,7,1,826.25
534,360,2,2,57490.42
535,361,4,2,743.79
536,362,1,2,22906.65
537,363,6,1,1163.78
538,363,1,2,23880.92
539,364,2,1,54591.57
540,365,4,2,784.24
541,366,1,1,24195.98
542,367,3,1,1879.26
543,368,2,2,57350.11
544,369,1,1,23989.2
545,369,7,1,857.13
546,370,7,2,862.8
547,371,1,2,23287.53
548,371,1,2,24075.23
549,372,1,2,23267.43
550,372,2,1,59645.28
551,373,7,2,898.9
552,374,7,2,874.99
553,375,6,2,1136.34
554,376,6,2,1192.31
555,377,1,1,22872.85
556,377,1,2,24876.33
557,378,2,1,59243.25
558,379,1,1,23200.84
559,380,4,1,768.83
560,381,2,2,54327.39
561,382,3,1,1891.87
562,383,5,2,4249.16
563,383,3,1,1839.38
564,384,2,1,57528.0
565,385,2,1,54408.65
566,386,2,1,57788.75
567,387,1,1,22536.42
568,387,3,1,1991.59
569,388,2,2,56490.75
570,389,1,1,23929.02
571,390,3,2,1964.97
572,391,2,1,57140.41
573,391,3,2,1908.6
574,392,1,1,23604.58
575,393,1,1,24355.73
576,394,3,1,1810.23
577,395,5,1,4478.59
578,396,6,2,1180.7
579,396,2,2,56846.61
580,397,6,1,1088.54
581,398,4,1,799.57
582,399,3,2,1991.96
583,400,2,1,58666.87
584,401,1,2,23853.18
585,401,1,1,23627.98
586,402,2,2,59052.99
587,403,4,1,794.95
588,404,1,2,22808.21
589,404,5,2,4356.25
590,404,1,2,23395.35
591,405,1,1,24321.97
592,405,1,1,22856.39
593,405,7,1,818.2
594,406,7,1,810.38
595,407,1,1,23327.87
596,407,4,2,759.17
597,408,5,2,4310.83
598,409,3,1,1819.68
599,410,4,2,763.99
600,410,1,2,23288.41
601,410,1,2,23726.02
602,411,1,2,22947.58
603,412,1,2,23969.24
604,412,7,1,852.76
605,413,3,1,1887.41
606,413,3,1,1869.99
607,413,3,1,1968.75
608,414,2,2,59245.84
609,415,1,2,23724.68
610,415,1,1,23524.18
611,416,1,1,22541.69
612,416,4,1,746.74
613,416,1,1,23181.63
614,417,5,1,4424.68
615,417,2,1,54407.84
616,418,3,1,1938.41
617,419,1,1,23649.11
618,420,2,2,57117.67
619,420,2,2,54355.06
620,421,1,1,23490.0
621,421,1,2,22527.7
622,422,2,2,59277.61
623,422,7,2,821.48
624,423,6,2,1122.65
625,424,7,1,873.07
626,424,1,2,23394.53
627,425,3,1,1848.76
628,426,1,1,23883.68
629,426,1,1,23061.51
630,427,1,1,22563.0
631,428,7,2,813.9
632,429,2,1,58169.72
633,429,3,1,1882.48
634,430,3,2,1922.02
635,431,5,1,4192.79
636,432,5,2,4319.68
637,432,2,1,55096.51
638,432,4,2,720.52
639,433,3,1,1848.52
640,434,5,1,4313.17
641,435,4,1,765.91
642,435,2,1,54548.53
643,435,6,2,1165.73
644,436,2,2,57128.26
645,437,2,2,55653.22
646,437,3,1,1972.33
647,438,4,1,745.29
648,439,1,1,23574.18
649,439,1,2,23239.37
650,440,2,2,55084.71
651,441,5,2,4405.81
652,442,5,1,4299.81
653,443,1,2,22668.44
654,444,2,1,54526.73
655,444,7,2,879.54
656,445,1,2,23208.21
657,445,2,2,56162.25
658,446,4,2,771.95
659,446,7,1,837.79
660,447,1,1,22550.34
661,448,2,2,58242.09
662,449,5,1,4348.36
663,449,4,2,785.29
664,450,1,1,24300.39
665,451,1,2,24096.22
666,452,1,2,24743.46
667,453,6,1,1188.39
668,454,3,2,1900.01
669,455,6,2,1189.41
670,455,2,1,58560.03
671,456,3,2,1986.34
672,457,1,2,24114.01
673,457,2,1,56315.64
674,458,1,1,24414.65
675,459,2,2,55971.35
676,459,5,1,4108.82
677,460,2,1,56569.1
678,460,2,2,55240.91
679,461,1,2,22868.07
680,462,1,2,24363.04
681,463,2,1,54040.89
682,464,5,2,4402.52
683,465,5,2,4407.78
684,465,5,2,4453.65
685,465,1,1,22857.9
686,466,1,2,23441.69
687,466,3,1,1957.59
688,467,4,2,728.72
689,467,1,2,22706.01
690,467,4,2,784.71
691,468,1,1,24815.51
692,468,4,1,788.58
693,469,3,1,1982.36
694,469,1,2,24862.56
695,470,4,1,724.3
696,470,4,2,771.66
697,471,7,1,837.54
698,472,3,1,1972.28
699,473,1,2,22710.64
700,474,2,1,58510.95
701,474,1,2,24678.13
702,475,1,2,24646.27
703,476,1,1,23994.6
704,477,5,2,4163.54
705,478,5,2,4188.22
706,478,1,1,24293.66
707,479,1,2,22720.38
708,480,4,1,786.92
709,481,1,2,23504.48
710,482,1,1,24010.78
711,483,4,1,798.5
712,484,7,1,819.49
713,484,1,2,23671.97
714,484,1,2,24242.56
715,485,5,1,4186.91
716,486,7,2,846.7
717,487,1,1,22677.29
718,487,4,1,774.33
719,488,1,2,24237.97
720,488,2,2,59652.35
721,489,2,2,59865.54
722,490,5,2,4054.82
723,491,3,1,1811.23
724,492,2,2,56064.55
725,493,1,2,23656.48
726,494,3,2,1901.55
727,495,2,2,56380.53
728,496,2,1,57978.88
729,497,3,1,1893.6
730,498,1,2,22989.28
731,499,5,2,4353.1
732,499,1,1,23645.07
733,500,3,2,1986.16
734,501,5,2,4318.22
735,501,1,1,24614.13
736,502,1,2,23362.54
737,503,1,2,23696.76
738,504,1,2,22500.57
739,504,1,2,23782.45
740,505,1,2,22919.54
741,506,2,2,59257.15
742,507,3,1,1886.11
743,507,1,2,23269.26
744,508,1,1,23437.06
745,509,1,2,23086.25
746,509,7,1,813.2
747,510,1,2,23081.59
748,510,1,2,22974.69
749,510,3,2,1924.93
750,511,3,2,1868.25
751,512,2,1,58890.43
752,513,2,2,59196.21
753,513,7,1,812.86
754,514,4,2,799.11
755,515,2,2,57374.58
756,516,1,2,23845.99
757,517,4,2,789.03
758,517,1,1,24265.93
759,517,5,2,4436.44
760,518,5,2,4155.64
761,519,4,2,792.33
762,519,5,1,4050.27
763,520,1,1,22842.55
764,521,2,1,55122.75
765,522,1,1,23059.81
766,523,5,1,4444.16
767,524,1,1,24343.52
768,524,2,2,54640.8
769,524,1,1,23348.31
770,525,1,2,23245.17
771,525,1,2,24185.04
772,526,2,2,54734.99
773,526,7,2,835.52
774,527,2,2,59456.58
775,528,1,2,24661.63
776,529,4,1,796.44
777,530,3,1,1827.8
778,531,4,2,721.06
779,532,4,1,786.91
780,533,2,1,58917.75
781,534,5,2,4322.67
782,534,1,2,23222.42
783,535,2,2,58527.22
784,536,3,2,1938.25
785,537,6,1,1133.66
786,538,3,2,1947.89
787,538,2,2,57980.18
788,539,4,2,727.0
789,540,2,1,55115.77
790,541,5,1,4480.04
791,541,5,2,4486.33
792,541,1,1,22607.75
793,542,1,2,22789.56
794,543,1,2,24408.79
795,543,1,1,23770.35
796,544,2,2,58651.41
797,544,4,2,781.44
798,545,4,1,731.68
799,545,1,1,23827.77
800,546,3,2,1925.09
801,546,2,2,59544.44
802,547,1,1,23284.26
803,547,1,2,24815.77
804,548,5,2,4318.41
805,548,1,2,23879.84
806,549,3,1,1839.34
807,550,3,2,1912.88
808,551,1,2,24240.2
809,551,1,1,24398.28
810,551,1,2,23010.22
811,552,2,2,56835.09
812,553,4,2,790.69
813,554,1,1,23530.92
814,555,1,2,23290.25
815,556,2,1,56162.36
816,557,2,1,54483.48
817,558,7,2,858.96
818,559,5,1,4052.72
819,560,1,2,24530.82
820,561,5,1,4122.76
821,562,6,2,1165.76
822,562,2,1,57280.06
823,562,2,1,55694.21
824,563,1,1,22988.65
825,564,1,1,23998.43
826,565,1,2,24399.56
827,566,2,2,57012.05
828,567,5,1,4446.4
829,568,5,1,4274.64
830,569,2,1,58463.43
831,570,5,1,4361.14
832,570,6,2,1195.39
833,570,1,2,24573.46
834,571,2,1,59457.29
835,572,2,1,56585.15
836,573,3,1,1886.74
837,574,2,1,59914.61
838,574,1,2,24852.48
839,575,2,2,57267.57
840,575,1,2,24612.6
841,576,6,1,1082.4
842,577,4,2,756.03
843,578,1,2,24048.01
844,578,1,2,22966.05
845,579,5,1,4100.78
846,579,1,2,23229.78
847,580,2,1,56282.89
848,580,2,1,59803.63
849,581,1,1,24032.88
850,581,3,2,1895.02
851,582,1,2,23839.09
852,582,1,2,23130.43
853,583,4,2,760.88
854,584,1,2,22598.16
855,585,5,1,4200.15
856,585,4,1,787.13
857,585,1,2,24345.42
858,586,1,2,24000.63
859,586,5,2,4365.39
860,587,2,2,57441.38
861,587,5,2,4471.53
862,588,1,1,24743.49
863,589,2,2,59052.64
864,590,1,1,23484.09
865,590,2,1,57332.98
866,591,1,2,24674.12
867,592,1,2,23390.23
868,593,1,1,23575.87
869,593,2,2,58439.21
870,594,4,1,770.83
871,594,6,1,1114.38
872,595,1,2,23305.17
873,596,1,2,24821.49
874,597,2,1,59718.72
875,597,5,2,4363.29
876,598,1,1,23147.26
877,599,1,2,22753.45
878,600,4,1,762.6
879,600,1,2,22643.28
880,601,7,2,844.18
881,602,2,2,57496.12
882,602,7,1,893.03
883,603,1,2,22959.46
884,603,1,1,24166.71
885,604,2,1,55492.91
886,604,5,2,4287.9
887,605,1,1,24320.03
888,606,1,2,22964.44
889,606,1,1,23463.88
890,607,5,2,4246.97
891,608,5,1,4111.58
892,609,1,2,24806.61
893,610,5,1,4376.11
894,611,1,1,23686.92
895,611,4,2,788.18
896,612,4,2,764.23
897,613,1,2,23311.52
898,613,4,2,797.8
899,614,3,1,1856.27
900,615,1,1,23572.87
901,616,1,1,23642.04
902,617,1,2,22987.4
903,617,2,2,58967.86
904,618,4,2,766.14
905,619,3,2,1880.46
906,620,1,1,22794.93
907,621,1,2,24859.45
908,622,1,1,23554.28
909,623,7,1,887.47
910,624,2,2,55994.56
911,625,1,1,24712.02
912,626,2,1,58599.58
913,627,2,2,57387.84
914,627,1,1,24001.98
915,627,6,2,1142.07
916,628,5,2,4255.04
917,628,2,1,55208.78
918,629,1,2,23295.1
919,630,1,1,22783.25
920,630,5,2,4460.76
921,630,2,1,54987.6
922,631,1,1,23358.19
923,632,1,1,22755.92
924,632,6,1,1091.95
925,633,1,2,23832.07
926,634,2,2,54478.29
927,634,1,1,23485.23
928,635,2,2,54756.69
929,635,4,2,779.69
930,636,5,1,4445.93
931,636,3,1,1838.39
932,637,3,1,1826.26
933,637,2,2,59069.83
934,638,2,1,58562.4
935,639,1,1,24063.7
936,639,1,2,24391.13
937,640,4,1,775.66
938,641,5,1,4196.78
939,641,1,2,23131.33
940,641,6,1,1198.16
941,642,4,1,796.17
942,643,2,1,56553.03
943,644,1,1,23294.76
944,645,5,2,4417.49
945,646,3,2,1901.07
946,646,1,1,24783.07
947,647,1,2,22801.87
948,648,3,2,1950.28
949,648,4,2,759.05
950,648,2,2,56180.42
951,649,6,2,1155.42
952,649,1,1,24252.02
953,649,5,2,4465.65
954,650,1,1,24495.0
955,650,2,2,55861.84
956,650,1,1,23468.06
957,651,6,2,1194.55
958,652,1,2,24294.19
959,652,5,1,4232.32
960,652,1,2,24504.6
961,653,2,1,59103.03
962,654,1,2,23046.93
963,654,1,1,23184.97
964,655,2,1,57649.27
965,656,5,1,4181.26
966,657,1,2,23249.82
967,657,1,2,23423.39
968,657,2,2,56128.78
969,658,2,1,59193.43
970,659,2,2,54910.46
971,660,4,2,783.65
972,661,1,1,23526.83
973,662,2,2,59603.87
974,663,1,2,22596.0
975,664,1,2,23276.79
976,665,2,1,59459.58
977,666,2,2,57216.93
978,666,1,1,24660.92
979,667,1,2,23237.36
980,668,1,1,24242.92
981,669,2,1,59980.86
982,670,1,2,23874.29
983,671,1,1,24685.03
984,672,3,2,1911.54
985,673,2,2,55868.29
986,674,7,1,852.25
987,675,2,2,57690.39
988,675,1,2,22822.68
989,676,3,2,1994.65
990,677,1,1,22915.46
991,678,3,2,1964.11
992,679,4,2,758.82
993,680,4,1,756.02
994,681,5,1,4492.67
995,682,1,2,22811.62
996,683,2,2,55105.81
997,683,1,1,22698.03
998,683,1,1,24436.21
999,684,2,1,56486.45
1000,685,1,1,22567.77
1001,685,2,2,57371.61
1002,685,2,1,58571.34
1003,686,3,1,1958.4
1004,686,2,2,56861.9
1005,687,5,2,4458.99
1006,688,1,1,24037.67
1007,688,3,1,1811.45
1008,689,1,2,23632.06
1009,689,1,2,24726.1
1010,689,1,1,22857.04
1011,690,2,2,59712.86
1012,691,4,1,799.9
1013,691,5,1,4419.27
1014,692,4,2,732.36
1015,693,3,2,1812.78
1016,694,2,2,54521.8
1017,695,1,1,24282.21
1018,696,3,1,1914.17
1019,697,2,1,57751.3
1020,697,1,1,24870.92
1021,697,5,1,4306.58
1022,698,1,1,23843.85
1023,698,4,1,721.92
1024,699,3,2,1938.58
1025,700,6,1,1184.06
1026,700,6,2,1144.59
1027,701,4,2,727.76
1028,702,6,1,1182.4
1029,703,7,2,815.31
1030,704,2,2,58169.82
1031,705,3,1,1933.6
1032,706,2,2,58632.91
1033,707,5,1,4453.08
1034,708,5,1,4401.8
1035,709,1,1,23784.67
1036,710,6,1,1177.2
1037,710,7,1,826.88
1038,711,1,2,23152.12
1039,711,2,1,55112.45
1040,712,7,2,850.1
1041,713,1,1,24267.39
1042,713,1,1,22848.63
1043,713,1,1,23110.37
1044,714,2,1,58308.09
1045,715,2,2,54788.47
1046,716,3,1,1973.41
1047,717,4,1,767.97
1048,718,2,2,56088.31
1049,719,2,2,55937.94
1050,719,1,2,23302.49
1051,720,1,2,23166.93
1052,721,1,1,22629.14
1053,722,2,2,54833.81
1054,723,5,1,4270.96
1055,723,2,1,58266.96
1056,724,2,2,59849.43
1057,725,1,2,23806.24
1058,726,5,1,4158.72
1059,726,1,2,22506.77
1060,727,1,1,22721.45
1061,727,3,1,1801.55
1062,728,1,1,24348.95
1063,729,5,2,4359.24
1064,730,3,1,1892.07
1065,730,7,1,894.4
1066,731,1,1,22681.66
1067,731,1,2,23708.87
1068,732,5,1,4295.16
1069,733,5,1,4371.91
1070,734,5,1,4235.01
1071,735,3,1,1901.83
1072,735,6,1,1126.91
1073,736,3,1,1883.67
1074,736,2,2,55449.95
1075,736,2,2,58299.64
1076,737,5,2,4277.67
1077,738,2,2,58479.62
1078,738,1,1,23399.19
1079,739,2,2,55394.42
