payment_id,order_id,payment_method,payment_status,amount_paid,payment_date
284,284,UPI,SUCCESS,1,2023-06-27
285,285,UPI,SUCCESS,1,2022-06-24
286,286,CARD,SUCCESS,1,2022-02-27
287,287,NETBANKING,SUCCESS,1,2024-06-03
288,288,NETBANKING,SUCCESS,1,2024-04-06
289,289,UPI,SUCCESS,1,2024-11-19
290,290,CARD,SUCCESS,1,2024-11-24
291,291,CARD,SUCCESS,1,2024-12-09
292,292,CARD,FAILED,0,2021-09-01
293,293,NETBANKING,SUCCESS,1,2023-01-26
294,294,CARD,SUCCESS,1,2022-11-07
295,295,UPI,SUCCESS,1,2023-04-01
296,296,NETBANKING,SUCCESS,1,2022-11-05
297,297,NETBANKING,SUCCESS,1,2023-10-27
298,298,CARD,SUCCESS,1,2023-12-15
299,299,CARD,SUCCESS,1,2024-11-06
300,300,UPI,SUCCESS,1,2024-10-31
301,301,UPI,SUCCESS,1,2023-12-28
302,302,UPI,SUCCESS,1,2023-07-22
303,303,UPI,SUCCESS,1,2024-08-02
304,304,NETBANKING,FAILED,0,2023-07-30
305,305,NETBANKING,SUCCESS,1,2023-09-07
306,306,NETBANKING,SUCCESS,1,2023-08-19
307,307,NETBANKING,SUCCESS,1,2023-04-29
308,308,CARD,SUCCESS,1,2023-06-19
309,309,NETBANKING,SUCCESS,1,2024-12-26
310,310,UPI,SUCCESS,1,2023-12-25
311,311,NETBANKING,SUCCESS,1,2022-09-16
312,312,CARD,SUCCESS,1,2023-10-31
313,313,NETBANKING,SUCCESS,1,2024-12-01
314,314,UPI,SUCCESS,1,2024-10-24
315,315,NETBANKING,SUCCESS,1,2024-10-09
316,316,NETBANKING,SUCCESS,1,2023-09-18
317,317,CARD,SUCCESS,1,2024-06-21
318,318,CARD,SUCCESS,1,2024-06-23
319,319,CARD,SUCCESS,1,2024-01-07
320,320,CARD,SUCCESS,1,2021-11-23
321,321,UPI,SUCCESS,1,2021-08-06
322,322,UPI,SUCCESS,1,2021-11-02
323,323,NETBANKING,SUCCESS,1,2022-08-01
324,324,CARD,SUCCESS,1,2023-12-18
325,325,NETBANKING,SUCCESS,1,2024-08-21
326,326,UPI,SUCCESS,1,2024-08-12
327,327,CARD,SUCCESS,1,2024-11-08
328,328,NETBANKING,SUCCESS,1,2024-09-10
329,329,UPI,SUCCESS,1,2023-12-23
330,330,UPI,SUCCESS,1,2022-10-20
331,331,UPI,SUCCESS,1,2022-06-29
332,332,NETBANKING,SUCCESS,1,2023-12-30
333,333,CARD,SUCCESS,1,2021-09-10
334,334,UPI,SUCCESS,1,2022-05-09
335,335,NETBANKING,SUCCESS,1,2024-08-17
336,336,UPI,SUCCESS,1,2023-11-03
337,337,CARD,SUCCESS,1,2024-10-12
338,338,CARD,SUCCESS,1,2024-08-19
339,339,NETBANKING,SUCCESS,1,2023-04-29
340,340,CARD,SUCCESS,1,2024-12-03
341,341,UPI,SUCCESS,1,2024-12-22
342,342,CARD,SUCCESS,1,2024-12-06
343,343,CARD,SUCCESS,1,2024-11-20
344,344,UPI,SUCCESS,1,2024-12-01
345,345,CARD,SUCCESS,1,2024-11-22
346,346,CARD,SUCCESS,1,2024-11-20
347,347,CARD,SUCCESS,1,2024-11-26
348,348,CARD,SUCCESS,1,2024-11-26
349,349,UPI,SUCCESS,1,2024-12-07
350,350,CARD,SUCCESS,1,2023-10-20
351,351,UPI,SUCCESS,1,2023-06-25
352,352,NETBANKING,SUCCESS,1,2024-12-11
353,353,UPI,SUCCESS,1,2024-12-14
354,354,UPI,SUCCESS,1,2024-12-27
355,355,NETBANKING,SUCCESS,1,2024-09-13
356,356,NETBANKING,SUCCESS,1,2024-11-23
357,357,NETBANKING,SUCCESS,1,2024-10-18
358,358,NETBANKING,SUCCESS,1,2022-02-02
359,359,NETBANKING,SUCCESS,1,2024-02-06
360,360,NETBANKING,SUCCESS,1,2024-05-15
361,361,NETBANKING,SUCCESS,1,2024-07-07
362,362,CARD,SUCCESS,1,2023-11-13
363,363,NETBANKING,SUCCESS,1,2024-08-29
364,364,NETBANKING,FAILED,0,2024-05-09
365,365,NETBANKING,SUCCESS,1,2024-12-22
366,366,UPI,SUCCESS,1,2024-11-25
367,367,UPI,FAILED,0,2024-10-12
368,368,UPI,SUCCESS,1,2023-11-11
369,369,CARD,SUCCESS,1,2023-02-01
370,370,NETBANKING,SUCCESS,1,2024-02-26
371,371,UPI,SUCCESS,1,2024-09-07
372,372,NETBANKING,SUCCESS,1,2023-12-13
373,373,CARD,FAILED,0,2024-06-16
374,374,CARD,SUCCESS,1,2024-12-03
375,375,UPI,SUCCESS,1,2024-06-04
376,376,UPI,SUCCESS,1,2024-10-23
377,377,UPI,SUCCESS,1,2024-01-19
378,378,UPI,SUCCESS,1,2024-03-03
379,379,NETBANKING,SUCCESS,1,2024-02-11
380,380,NETBANKING,SUCCESS,1,2024-09-25
381,381,NETBANKING,SUCCESS,1,2024-01-02
382,382,CARD,SUCCESS,1,2023-12-11
383,383,CARD,SUCCESS,1,2022-11-12
384,384,CARD,SUCCESS,1,2022-05-11
385,385,CARD,SUCCESS,1,2024-04-24
386,386,UPI,SUCCESS,1,2024-09-04
387,387,UPI,SUCCESS,1,2024-08-24
388,388,UPI,SUCCESS,1,2023-12-19
389,389,CARD,SUCCESS,1,2023-06-08
390,390,NETBANKING,SUCCESS,1,2024-02-20
391,391,NETBANKING,SUCCESS,1,2023-07-07
392,392,NETBANKING,SUCCESS,1,2024-09-03
393,393,NETBANKING,SUCCESS,1,2024-10-02
394,394,UPI,SUCCESS,1,2024-08-19
395,395,NETBANKING,SUCCESS,1,2024-12-02
396,396,UPI,SUCCESS,1,2023-11-14
397,397,CARD,SUCCESS,1,2022-06-20
398,398,CARD,SUCCESS,1,2024-11-11
399,399,NETBANKING,SUCCESS,1,2022-06-28
400,400,UPI,SUCCESS,1,2023-04-26
401,401,CARD,SUCCESS,1,2024-12-13
402,402,CARD,SUCCESS,1,2024-06-27
403,403,NETBANKING,SUCCESS,1,2024-10-16
404,404,UPI,SUCCESS,1,2024-12-23
405,405,CARD,SUCCESS,1,2023-09-30
406,406,UPI,SUCCESS,1,2024-03-15
407,407,NETBANKING,SUCCESS,1,2024-09-04
408,408,NETBANKING,SUCCESS,1,2024-02-14
409,409,CARD,SUCCESS,1,2023-04-27
410,410,UPI,SUCCESS,1,2023-11-10
411,411,CARD,SUCCESS,1,2022-06-08
412,412,UPI,SUCCESS,1,2024-08-15
413,413,UPI,SUCCESS,1,2024-11-16
414,414,UPI,FAILED,0,2024-02-17
415,415,NETBANKING,SUCCESS,1,2022-01-05
416,416,NETBANKING,SUCCESS,1,2023-10-30
417,417,UPI,SUCCESS,1,2024-12-14
418,418,NETBANKING,SUCCESS,1,2024-12-14
419,419,CARD,SUCCESS,1,2024-10-21
420,420,CARD,SUCCESS,1,2024-12-14
421,421,CARD,SUCCESS,1,2024-10-27
422,422,CARD,SUCCESS,1,2024-10-12
423,423,UPI,SUCCESS,1,2024-06-13
424,424,NETBANKING,SUCCESS,1,2024-09-06
425,425,CARD,SUCCESS,1,2023-05-04
426,426,NETBANKING,SUCCESS,1,2022-08-04
427,427,UPI,SUCCESS,1,2024-12-01
428,428,UPI,SUCCESS,1,2024-04-13
429,429,NETBANKING,SUCCESS,1,2022-08-14
430,430,NETBANKING,SUCCESS,1,2024-07-22
431,431,NETBANKING,SUCCESS,1,2023-05-06
432,432,NETBANKING,SUCCESS,1,2022-11-27
433,433,CARD,SUCCESS,1,2021-05-05
434,434,NETBANKING,SUCCESS,1,2024-11-22
435,435,CARD,SUCCESS,1,2024-12-19
436,436,CARD,SUCCESS,1,2024-08-19
437,437,UPI,SUCCESS,1,2024-11-11
438,438,CARD,SUCCESS,1,2023-12-03
439,439,CARD,SUCCESS,1,2023-10-18
440,440,CARD,SUCCESS,1,2023-10-08
441,441,UPI,SUCCESS,1,2022-11-08
442,442,NETBANKING,SUCCESS,1,2024-05-18
443,443,UPI,SUCCESS,1,2024-02-07
444,444,CARD,SUCCESS,1,2024-01-19
445,445,UPI,SUCCESS,1,2023-11-10
446,446,CARD,FAILED,0,2023-11-04
447,447,NETBANKING,SUCCESS,1,2023-10-03
448,448,NETBANKING,SUCCESS,1,2024-12-01
449,449,CARD,SUCCESS,1,2024-06-19
450,450,NETBANKING,SUCCESS,1,2023-08-25
451,451,CARD,SUCCESS,1,2024-06-28
452,452,CARD,SUCCESS,1,2024-07-21
453,453,CARD,SUCCESS,1,2023-09-23
454,454,NETBANKING,SUCCESS,1,2024-05-21
455,455,CARD,SUCCESS,1,2023-08-28
456,456,UPI,SUCCESS,1,2023-04-18
457,457,CARD,SUCCESS,1,2023-10-18
458,458,CARD,SUCCESS,1,2023-07-27
459,459,NETBANKING,SUCCESS,1,2024-05-08
460,460,NETBANKING,SUCCESS,1,2024-12-01
461,461,NETBANKING,FAILED,0,2024-06-28
462,462,UPI,SUCCESS,1,2024-12-11
463,463,NETBANKING,SUCCESS,1,2023-09-17
464,464,UPI,SUCCESS,1,2023-04-24
465,465,UPI,SUCCESS,1,2024-10-21
466,466,NETBANKING,SUCCESS,1,2024-05-25
467,467,UPI,SUCCESS,1,2024-10-07
468,468,CARD,SUCCESS,1,2024-09-16
469,469,UPI,SUCCESS,1,2024-10-09
470,470,UPI,SUCCESS,1,2023-07-20
471,471,CARD,SUCCESS,1,2023-04-29
472,472,NETBANKING,SUCCESS,1,2024-12-06
473,473,UPI,SUCCESS,1,2024-08-19
474,474,CARD,SUCCESS,1,2024-12-29
475,475,CARD,SUCCESS,1,2023-03-21
476,476,UPI,SUCCESS,1,2024-02-17
477,477,UPI,SUCCESS,1,2024-12-23
478,478,UPI,SUCCESS,1,2024-07-07
479,479,NETBANKING,SUCCESS,1,2024-04-13
480,480,UPI,SUCCESS,1,2024-05-08
481,481,UPI,SUCCESS,1,2024-02-02
482,482,UPI,SUCCESS,1,2024-08-22
483,483,NETBANKING,SUCCESS,1,2023-08-21
484,484,UPI,SUCCESS,1,2024-01-21
485,485,CARD,SUCCESS,1,2023-12-25
486,486,UPI,SUCCESS,1,2023-03-09
487,487,UPI,SUCCESS,1,2024-11-16
488,488,NETBANKING,SUCCESS,1,2024-07-24
489,489,CARD,SUCCESS,1,2024-01-04
490,490,UPI,SUCCESS,1,2022-11-28
491,491,UPI,SUCCESS,1,2024-12-24
492,492,CARD,SUCCESS,1,2024-07-04
493,493,UPI,SUCCESS,1,2024-02-02
494,494,NETBANKING,SUCCESS,1,2024-08-21
495,495,CARD,SUCCESS,1,2022-11-17
496,496,CARD,SUCCESS,1,2023-12-12
497,497,NETBANKING,SUCCESS,1,2022-07-11
498,498,CARD,SUCCESS,1,2023-05-05
499,499,UPI,SUCCESS,1,2024-06-24
500,500,UPI,SUCCESS,1,2023-02-05
501,501,UPI,SUCCESS,1,2022-08-25
502,502,UPI,SUCCESS,1,2022-03-16
503,503,CARD,SUCCESS,1,2023-08-04
504,504,CARD,SUCCESS,1,2023-07-29
505,505,CARD,SUCCESS,1,2021-02-18
506,506,CARD,SUCCESS,1,2024-01-21
507,507,NETBANKING,SUCCESS,1,2023-12-24
508,508,NETBANKING,SUCCESS,1,2022-09-09
509,509,NETBANKING,SUCCESS,1,2021-09-01
510,510,CARD,SUCCESS,1,2023-04-03
511,511,UPI,SUCCESS,1,2022-10-21
512,512,UPI,SUCCESS,1,2021-12-21
513,513,CARD,SUCCESS,1,2021-05-16
514,514,NETBANKING,SUCCESS,1,2024-04-20
515,515,NETBANKING,SUCCESS,1,2024-10-10
516,516,UPI,SUCCESS,1,2024-04-17
517,517,CARD,SUCCESS,1,2024-03-10
518,518,CARD,SUCCESS,1,2022-10-08
519,519,CARD,SUCCESS,1,2023-10-19
520,520,CARD,SUCCESS,1,2024-09-18
521,521,UPI,SUCCESS,1,2024-09-24
522,522,UPI,SUCCESS,1,2024-09-17
523,523,NETBANKING,SUCCESS,1,2024-11-06
524,524,UPI,SUCCESS,1,2024-07-30
525,525,UPI,SUCCESS,1,2023-10-23
526,526,CARD,SUCCESS,1,2024-12-21
527,527,UPI,SUCCESS,1,2024-11-19
528,528,CARD,SUCCESS,1,2022-10-27
529,529,NETBANKING,SUCCESS,1,2022-06-21
530,530,CARD,SUCCESS,1,2024-02-02
531,531,CARD,SUCCESS,1,2021-12-20
532,532,UPI,SUCCESS,1,2021-09-29
533,533,NETBANKING,SUCCESS,1,2023-11-02
534,534,CARD,SUCCESS,1,2022-04-19
535,535,CARD,SUCCESS,1,2023-03-29
536,536,UPI,SUCCESS,1,2023-05-05
537,537,UPI,SUCCESS,1,2022-06-19
538,538,UPI,SUCCESS,1,2022-04-17
539,539,NETBANKING,SUCCESS,1,2023-10-18
540,540,CARD,SUCCESS,1,2022-10-31
541,541,NETBANKING,SUCCESS,1,2024-12-06
542,542,CARD,SUCCESS,1,2024-11-22
543,543,UPI,SUCCESS,1,2021-08-08
544,544,UPI,SUCCESS,1,2024-04-01
545,545,NETBANKING,SUCCESS,1,2022-11-06
546,546,NETBANKING,FAILED,0,2024-11-29
547,547,CARD,SUCCESS,1,2024-12-16
548,548,CARD,SUCCESS,1,2024-12-17
549,549,NETBANKING,SUCCESS,1,2024-12-08
550,550,CARD,SUCCESS,1,2024-12-23
551,551,UPI,SUCCESS,1,2024-11-09
552,552,UPI,SUCCESS,1,2024-12-05
553,553,CARD,SUCCESS,1,2024-12-19
554,554,UPI,FAILED,0,2024-11-18
555,555,UPI,SUCCESS,1,2024-12-16
556,556,CARD,SUCCESS,1,2024-10-23
557,557,NETBANKING,SUCCESS,1,2022-07-11
558,558,NETBANKING,SUCCESS,1,2022-02-19
