order_id,user_id,order_date,order_status
70,37,2021-10-26,DELIVERED
71,37,2024-12-12,DELIVERED
72,37,2024-05-13,DELIVERED
73,37,2024-05-16,DELIVERED
74,38,2024-06-27,DELIVERED
75,39,2021-12-02,DELIVERED
76,39,2022-08-15,DELIVERED
77,39,2021-07-14,DELIVERED
78,39,2022-10-20,DELIVERED
79,39,2021-07-04,DELIVERED
80,40,2024-09-22,DELIVERED
81,40,2024-04-18,DELIVERED
82,40,2024-03-24,DELIVERED
83,41,2024-12-20,DELIVERED
84,42,2024-05-09,DELIVERED
85,43,2023-07-29,DELIVERED
86,43,2024-02-14,DELIVERED
87,43,2024-04-03,DELIVERED
88,44,2021-12-19,DELIVERED
89,45,2024-10-19,DELIVERED
90,46,2024-04-23,DELIVERED
91,46,2023-03-13,DELIVERED
92,46,2022-03-08,DELIVERED
93,46,2023-03-25,DELIVERED
94,46,2022-05-05,CANCELLED
95,47,2024-08-01,DELIVERED
96,47,2024-02-20,DELIVERED
97,47,2024-08-11,DELIVERED
98,47,2024-10-31,DELIVERED
99,47,2024-10-29,DELIVERED
100,48,2022-12-21,DELIVERED
101,48,2023-09-07,DELIVERED
102,49,2024-11-26,DELIVERED
103,50,2022-04-23,DELIVERED
104,51,2022-02-24,CANCELLED
105,52,2021-06-16,DELIVERED
106,53,2022-06-23,DELIVERED
107,53,2021-10-08,DELIVERED
108,53,2022-08-16,DELIVERED
109,54,2024-09-16,DELIVERED
110,54,2023-11-15,DELIVERED
111,55,2024-10-07,DELIVERED
112,56,2024-12-16,DELIVERED
113,57,2024-11-09,DELIVERED
114,58,2024-02-19,DELIVERED
115,58,2024-06-03,DELIVERED
116,59,2022-08-13,DELIVERED
117,60,2024-09-03,DELIVERED
118,61,2024-04-16,CANCELLED
119,62,2024-08-15,DELIVERED
120,63,2021-05-05,CANCELLED
121,64,2024-05-08,DELIVERED
122,64,2024-06-25,DELIVERED
123,64,2024-04-06,DELIVERED
124,65,2024-06-16,DELIVERED
125,65,2023-10-24,DELIVERED
126,66,2024-07-27,DELIVERED
127,67,2024-08-25,DELIVERED
128,67,2024-06-17,DELIVERED
129,67,2024-07-13,DELIVERED
130,67,2023-10-05,DELIVERED
131,67,2024-05-07,DELIVERED
132,68,2024-01-31,DELIVERED
133,68,2024-05-24,DELIVERED
134,68,2023-07-20,DELIVERED
135,69,2023-07-13,DELIVERED
136,70,2024-02-08,DELIVERED
137,70,2024-06-24,DELIVERED
138,71,2023-09-22,DELIVERED
139,71,2024-04-15,DELIVERED
140,72,2022-06-30,DELIVERED
141,73,2024-05-13,DELIVERED
142,73,2024-02-25,DELIVERED
143,74,2022-09-04,DELIVERED
144,75,2022-09-14,DELIVERED
145,75,2024-04-11,DELIVERED
146,76,2021-04-19,DELIVERED
147,76,2021-07-13,DELIVERED
148,77,2021-02-25,DELIVERED
149,78,2023-12-19,CANCELLED
150,79,2023-05-19,DELIVERED
151,80,2024-06-13,DELIVERED
152,80,2024-02-23,DELIVERED
153,81,2024-08-16,DELIVERED
154,81,2023-12-21,DELIVERED
155,82,2024-05-14,DELIVERED
156,82,2024-03-02,DELIVERED
157,83,2024-05-31,DELIVERED
158,83,2023-04-28,CANCELLED
159,84,2024-09-12,DELIVERED
160,84,2024-08-06,DELIVERED
161,84,2024-10-31,DELIVERED
162,84,2024-09-11,CANCELLED
163,84,2024-08-17,DELIVERED
164,85,2022-12-23,CANCELLED
165,85,2024-05-12,DELIVERED
166,85,2023-10-21,DELIVERED
167,85,2023-02-04,DELIVERED
168,85,2024-03-02,DELIVERED
169,86,2024-08-13,DELIVERED
170,87,2021-08-12,CANCELLED
171,87,2022-04-29,DELIVERED
172,88,2023-04-18,DELIVERED
173,88,2024-12-07,DELIVERED
174,89,2024-10-19,DELIVERED
175,89,2024-12-04,DELIVERED
176,89,2024-10-22,DELIVERED
177,89,2024-12-12,DELIVERED
178,89,2024-11-19,DELIVERED
179,89,2024-11-22,DELIVERED
180,89,2024-11-24,DELIVERED
181,89,2024-10-25,DELIVERED
182,89,2024-12-23,DELIVERED
183,89,2024-12-11,DELIVERED
184,90,2021-09-19,DELIVERED
185,90,2023-09-28,DELIVERED
186,90,2022-10-18,DELIVERED
187,91,2024-08-27,DELIVERED
188,91,2024-09-02,DELIVERED
189,91,2024-08-02,DELIVERED
190,92,2024-01-23,DELIVERED
191,92,2023-07-11,DELIVERED
192,92,2024-10-10,DELIVERED
193,93,2024-08-15,DELIVERED
194,93,2024-03-16,DELIVERED
195,94,2024-12-11,DELIVERED
196,95,2024-08-14,DELIVERED
197,95,2024-09-20,DELIVERED
198,96,2024-10-15,DELIVERED
199,96,2024-09-21,DELIVERED
200,96,2024-08-15,DELIVERED
201,97,2023-09-15,DELIVERED
202,97,2021-07-16,DELIVERED
203,97,2022-09-18,DELIVERED
204,98,2024-12-01,DELIVERED
205,99,2024-02-20,DELIVERED
206,100,2024-09-27,CANCELLED
207,100,2024-11-25,DELIVERED
208,101,2023-02-05,DELIVERED
209,102,2024-07-07,DELIVERED
210,103,2024-09-01,DELIVERED
211,104,2024-08-20,DELIVERED
212,104,2024-07-16,DELIVERED
213,104,2024-04-03,DELIVERED
214,104,2024-05-25,DELIVERED
215,104,2024-11-07,DELIVERED
216,105,2023-02-24,DELIVERED
217,106,2024-09-09,DELIVERED
218,106,2024-10-16,DELIVERED
219,107,2024-06-07,DELIVERED
220,107,2024-06-28,DELIVERED
221,107,2024-11-21,DELIVERED
222,107,2024-08-02,DELIVERED
223,107,2024-06-15,DELIVERED
224,108,2024-11-10,DELIVERED
225,109,2024-01-24,DELIVERED
226,110,2024-12-03,DELIVERED
227,111,2023-05-03,DELIVERED
228,111,2024-12-13,DELIVERED
229,111,2023-02-09,DELIVERED
230,112,2023-10-03,DELIVERED
231,113,2024-12-18,DELIVERED
232,114,2024-11-19,DELIVERED
233,115,2021-09-26,DELIVERED
234,115,2024-01-14,DELIVERED
235,116,2024-04-14,DELIVERED
236,116,2024-12-28,DELIVERED
237,117,2023-06-12,DELIVERED
238,117,2021-08-27,DELIVERED
239,118,2024-07-17,DELIVERED
240,118,2024-05-28,DELIVERED
241,119,2024-11-04,DELIVERED
242,119,2024-12-22,DELIVERED
243,119,2024-11-13,DELIVERED
244,119,2024-11-27,DELIVERED
245,119,2024-12-04,DELIVERED
246,120,2024-07-03,DELIVERED
247,120,2024-07-31,CANCELLED
248,120,2024-09-09,DELIVERED
249,120,2024-08-06,DELIVERED
250,120,2024-08-01,DELIVERED
251,121,2024-05-28,DELIVERED
252,122,2023-06-08,DELIVERED
253,123,2022-06-13,DELIVERED
254,124,2023-07-09,DELIVERED
255,124,2023-11-17,DELIVERED
256,124,2023-09-10,DELIVERED
257,125,2022-07-04,DELIVERED
258,126,2022-02-02,DELIVERED
259,126,2021-10-23,DELIVERED
260,127,2023-01-15,DELIVERED
261,127,2024-08-21,DELIVERED
262,127,2024-09-24,DELIVERED
263,128,2023-08-05,CANCELLED
264,128,2023-11-08,DELIVERED
265,128,2023-01-19,DELIVERED
266,129,2024-02-20,DELIVERED
267,129,2023-02-21,CANCELLED
268,129,2022-04-19,DELIVERED
269,130,2024-02-09,DELIVERED
270,131,2023-06-06,DELIVERED
271,131,2023-11-12,DELIVERED
272,131,2023-04-23,DELIVERED
273,132,2024-11-07,DELIVERED
274,132,2024-11-03,DELIVERED
275,132,2024-11-12,DELIVERED
276,133,2025-01-01,DELIVERED
277,134,2024-09-06,DELIVERED
278,135,2024-12-03,CANCELLED
279,135,2024-11-02,DELIVERED
280,135,2024-10-31,DELIVERED
281,135,2024-10-07,DELIVERED
282,135,2024-05-16,DELIVERED
283,136,2023-05-13,DELIVERED
284,137,2023-06-27,DELIVERED
285,137,2022-06-24,DELIVERED
286,137,2022-02-27,DELIVERED
287,138,2024-06-03,DELIVERED
288,139,2024-04-06,DELIVERED
289,140,2024-11-19,DELIVERED
290,140,2024-11-24,DELIVERED
291,140,2024-12-09,DELIVERED
292,141,2021-09-01,DELIVERED
293,141,2023-01-26,DELIVERED
294,141,2022-11-07,DELIVERED
295,142,2023-04-01,DELIVERED
296,142,2022-11-05,DELIVERED
297,143,2023-10-27,DELIVERED
298,143,2023-12-15,DELIVERED
299,144,2024-11-06,DELIVERED
300,144,2024-10-31,DELIVERED
301,144,2023-12-28,DELIVERED
302,144,2023-07-22,CANCELLED
303,144,2024-08-02,CANCELLED
304,144,2023-07-30,DELIVERED
305,144,2023-09-07,DELIVERED
306,144,2023-08-19,DELIVERED
307,144,2023-04-29,DELIVERED
308,144,2023-06-19,DELIVERED
309,145,2024-12-26,DELIVERED
310,146,2023-12-25,DELIVERED
311,147,2022-09-16,DELIVERED
312,148,2023-10-31,DELIVERED
313,149,2024-12-01,DELIVERED
314,150,2024-10-24,DELIVERED
315,150,2024-10-09,CANCELLED
316,151,2023-09-18,DELIVERED
317,152,2024-06-21,DELIVERED
318,152,2024-06-23,CANCELLED
319,152,2024-01-07,DELIVERED
320,153,2021-11-23,DELIVERED
321,153,2021-08-06,DELIVERED
322,153,2021-11-02,DELIVERED
323,153,2022-08-01,CANCELLED
324,153,2023-12-18,DELIVERED
325,154,2024-08-21,CANCELLED
326,154,2024-08-12,DELIVERED
327,155,2024-11-08,DELIVERED
328,155,2024-09-10,DELIVERED
329,156,2023-12-23,DELIVERED
330,156,2022-10-20,DELIVERED
331,157,2022-06-29,DELIVERED
332,158,2023-12-30,DELIVERED
333,158,2021-09-10,DELIVERED
334,158,2022-05-09,DELIVERED
335,158,2024-08-17,DELIVERED
336,158,2023-11-03,DELIVERED
337,159,2024-10-12,DELIVERED
338,160,2024-08-19,DELIVERED
339,160,2023-04-29,CANCELLED
340,161,2024-12-03,DELIVERED
341,161,2024-12-22,DELIVERED
342,161,2024-12-06,DELIVERED
343,161,2024-11-20,DELIVERED
344,161,2024-12-01,DELIVERED
345,161,2024-11-22,DELIVERED
346,161,2024-11-20,DELIVERED
347,161,2024-11-26,DELIVERED
348,161,2024-11-26,CANCELLED
349,161,2024-12-07,DELIVERED
350,162,2023-10-20,DELIVERED
351,162,2023-06-25,CANCELLED
352,163,2024-12-11,DELIVERED
353,163,2024-12-14,DELIVERED
354,163,2024-12-27,DELIVERED
355,164,2024-09-13,CANCELLED
356,164,2024-11-23,DELIVERED
357,164,2024-10-18,DELIVERED
358,165,2022-02-02,CANCELLED
359,166,2024-02-06,DELIVERED
360,166,2024-05-15,DELIVERED
361,166,2024-07-07,DELIVERED
362,167,2023-11-13,DELIVERED
363,168,2024-08-29,DELIVERED
364,168,2024-05-09,CANCELLED
365,168,2024-12-22,CANCELLED
366,169,2024-11-25,DELIVERED
367,169,2024-10-12,CANCELLED
368,170,2023-11-11,DELIVERED
369,170,2023-02-01,DELIVERED
370,170,2024-02-26,DELIVERED
371,171,2024-09-07,DELIVERED
372,171,2023-12-13,DELIVERED
373,171,2024-06-16,DELIVERED
374,171,2024-12-03,DELIVERED
375,171,2024-06-04,DELIVERED
376,172,2024-10-23,DELIVERED
377,173,2024-01-19,DELIVERED
378,174,2024-03-03,DELIVERED
379,175,2024-02-11,DELIVERED
380,175,2024-09-25,DELIVERED
381,176,2024-01-02,DELIVERED
382,177,2023-12-11,DELIVERED
383,178,2022-11-12,DELIVERED
384,178,2022-05-11,DELIVERED
385,179,2024-04-24,DELIVERED
386,180,2024-09-04,DELIVERED
387,181,2024-08-24,DELIVERED
388,182,2023-12-19,DELIVERED
389,182,2023-06-08,DELIVERED
390,182,2024-02-20,DELIVERED
391,182,2023-07-07,DELIVERED
392,182,2024-09-03,DELIVERED
393,183,2024-10-02,CANCELLED
394,183,2024-08-19,DELIVERED
395,183,2024-12-02,CANCELLED
396,184,2023-11-14,DELIVERED
397,185,2022-06-20,CANCELLED
398,186,2024-11-11,DELIVERED
399,187,2022-06-28,DELIVERED
400,187,2023-04-26,DELIVERED
401,188,2024-12-13,DELIVERED
402,189,2024-06-27,DELIVERED
403,190,2024-10-16,DELIVERED
404,190,2024-12-23,DELIVERED
405,191,2023-09-30,DELIVERED
406,191,2024-03-15,DELIVERED
407,191,2024-09-04,DELIVERED
408,192,2024-02-14,DELIVERED
409,193,2023-04-27,DELIVERED
410,194,2023-11-10,DELIVERED
411,195,2022-06-08,DELIVERED
412,196,2024-08-15,DELIVERED
413,197,2024-11-16,DELIVERED
414,198,2024-02-17,DELIVERED
415,199,2022-01-05,DELIVERED
416,199,2023-10-30,DELIVERED
417,200,2024-12-14,DELIVERED
418,200,2024-12-14,DELIVERED
419,200,2024-10-21,DELIVERED
420,200,2024-12-14,DELIVERED
421,200,2024-10-27,DELIVERED
422,201,2024-10-12,DELIVERED
423,202,2024-06-13,DELIVERED
424,203,2024-09-06,DELIVERED
425,204,2023-05-04,DELIVERED
426,204,2022-08-04,DELIVERED
427,205,2024-12-01,DELIVERED
428,205,2024-04-13,DELIVERED
429,206,2022-08-14,DELIVERED
430,207,2024-07-22,DELIVERED
431,208,2023-05-06,DELIVERED
432,209,2022-11-27,DELIVERED
433,210,2021-05-05,DELIVERED
434,211,2024-11-22,DELIVERED
435,212,2024-12-19,DELIVERED
436,212,2024-08-19,DELIVERED
437,212,2024-11-11,DELIVERED
438,213,2023-12-03,DELIVERED
439,214,2023-10-18,DELIVERED
440,215,2023-10-08,DELIVERED
441,215,2022-11-08,DELIVERED
442,216,2024-05-18,DELIVERED
443,217,2024-02-07,DELIVERED
444,217,2024-01-19,DELIVERED
445,218,2023-11-10,DELIVERED
446,218,2023-11-04,DELIVERED
447,218,2023-10-03,DELIVERED
448,218,2024-12-01,DELIVERED
449,218,2024-06-19,DELIVERED
450,218,2023-08-25,DELIVERED
451,218,2024-06-28,DELIVERED
452,218,2024-07-21,DELIVERED
453,218,2023-09-23,DELIVERED
454,218,2024-05-21,DELIVERED
455,219,2023-08-28,DELIVERED
456,220,2023-04-18,CANCELLED
457,221,2023-10-18,DELIVERED
458,222,2023-07-27,DELIVERED
459,222,2024-05-08,DELIVERED
460,222,2024-12-01,DELIVERED
461,222,2024-06-28,DELIVERED
462,222,2024-12-11,DELIVERED
463,223,2023-09-17,DELIVERED
464,223,2023-04-24,DELIVERED
465,223,2024-10-21,DELIVERED
466,223,2024-05-25,DELIVERED
467,223,2024-10-07,DELIVERED
468,224,2024-09-16,DELIVERED
469,225,2024-10-09,DELIVERED
470,226,2023-07-20,DELIVERED
471,227,2023-04-29,DELIVERED
472,228,2024-12-06,DELIVERED
473,229,2024-08-19,DELIVERED
474,230,2024-12-29,DELIVERED
475,231,2023-03-21,CANCELLED
476,232,2024-02-17,DELIVERED
477,233,2024-12-23,DELIVERED
478,234,2024-07-07,DELIVERED
479,234,2024-04-13,DELIVERED
480,234,2024-05-08,DELIVERED
481,235,2024-02-02,CANCELLED
482,236,2024-08-22,CANCELLED
483,236,2023-08-21,DELIVERED
484,236,2024-01-21,DELIVERED
485,237,2023-12-25,DELIVERED
486,237,2023-03-09,DELIVERED
487,237,2024-11-16,DELIVERED
488,237,2024-07-24,DELIVERED
489,237,2024-01-04,DELIVERED
490,238,2022-11-28,DELIVERED
491,239,2024-12-24,DELIVERED
492,240,2024-07-04,DELIVERED
493,241,2024-02-02,DELIVERED
494,241,2024-08-21,DELIVERED
495,242,2022-11-17,DELIVERED
496,242,2023-12-12,DELIVERED
497,242,2022-07-11,DELIVERED
498,243,2023-05-05,DELIVERED
499,244,2024-06-24,DELIVERED
500,245,2023-02-05,DELIVERED
501,246,2022-08-25,DELIVERED
502,246,2022-03-16,DELIVERED
503,246,2023-08-04,DELIVERED
504,247,2023-07-29,DELIVERED
505,247,2021-02-18,CANCELLED
506,248,2024-01-21,DELIVERED
507,248,2023-12-24,DELIVERED
508,249,2022-09-09,DELIVERED
509,249,2021-09-01,DELIVERED
510,249,2023-04-03,DELIVERED
511,250,2022-10-21,DELIVERED
512,250,2021-12-21,DELIVERED
513,250,2021-05-16,DELIVERED
514,251,2024-04-20,DELIVERED
515,251,2024-10-10,DELIVERED
516,252,2024-04-17,DELIVERED
517,252,2024-03-10,DELIVERED
518,252,2022-10-08,DELIVERED
519,253,2023-10-19,DELIVERED
520,254,2024-09-18,DELIVERED
521,255,2024-09-24,DELIVERED
522,255,2024-09-17,DELIVERED
523,255,2024-11-06,DELIVERED
524,256,2024-07-30,DELIVERED
525,256,2023-10-23,DELIVERED
526,257,2024-12-21,DELIVERED
527,258,2024-11-19,DELIVERED
528,259,2022-10-27,DELIVERED
529,259,2022-06-21,DELIVERED
530,259,2024-02-02,DELIVERED
531,259,2021-12-20,CANCELLED
532,259,2021-09-29,DELIVERED
533,260,2023-11-02,DELIVERED
534,260,2022-04-19,DELIVERED
535,261,2023-03-29,DELIVERED
536,262,2023-05-05,DELIVERED
537,262,2022-06-19,DELIVERED
538,262,2022-04-17,CANCELLED
539,262,2023-10-18,DELIVERED
540,262,2022-10-31,DELIVERED
541,263,2024-12-06,DELIVERED
542,263,2024-11-22,DELIVERED
543,264,2021-08-08,CANCELLED
544,264,2024-04-01,CANCELLED
545,265,2022-11-06,DELIVERED
546,266,2024-11-29,DELIVERED
547,266,2024-12-16,DELIVERED
548,266,2024-12-17,CANCELLED
549,266,2024-12-08,DELIVERED
550,266,2024-12-23,DELIVERED
551,266,2024-11-09,DELIVERED
552,266,2024-12-05,DELIVERED
553,266,2024-12-19,DELIVERED
554,266,2024-11-18,DELIVERED
555,266,2024-12-16,DELIVERED
556,267,2024-10-23,DELIVERED
557,268,2022-07-11,DELIVERED
558,269,2022-02-19,DELIVERED
559,269,2022-05-28,DELIVERED
560,269,2023-09-11,DELIVERED
561,269,2022-12-27,DELIVERED
562,269,2022-11-26,DELIVERED
563,270,2024-02-04,DELIVERED
564,271,2024-09-04,DELIVERED
565,272,2024-12-23,DELIVERED
566,273,2023-06-13,DELIVERED
567,274,2024-09-24,DELIVERED
568,274,2024-03-14,DELIVERED
569,275,2023-02-13,CANCELLED
570,276,2023-06-23,DELIVERED
571,277,2022-01-19,CANCELLED
572,278,2021-05-24,DELIVERED
573,279,2023-06-06,DELIVERED
574,280,2024-09-16,DELIVERED
575,281,2024-10-08,DELIVERED
576,282,2023-12-22,DELIVERED
577,283,2023-06-11,DELIVERED
578,283,2024-04-20,DELIVERED
579,284,2021-08-10,DELIVERED
580,285,2024-07-04,DELIVERED
581,286,2024-09-29,DELIVERED
582,286,2024-10-25,DELIVERED
583,287,2024-11-23,CANCELLED
584,287,2024-02-10,DELIVERED
585,287,2023-10-28,DELIVERED
586,288,2022-11-20,DELIVERED
587,288,2023-05-24,DELIVERED
588,289,2024-02-15,DELIVERED
589,290,2024-12-08,DELIVERED
590,290,2024-06-14,DELIVERED
591,291,2022-07-06,DELIVERED
592,292,2024-06-16,DELIVERED
593,293,2021-12-08,DELIVERED
594,293,2023-01-07,DELIVERED
595,293,2023-07-09,DELIVERED
596,294,2024-05-17,DELIVERED
597,295,2025-01-01,DELIVERED
598,295,2024-12-17,DELIVERED
599,296,2024-08-06,DELIVERED
600,297,2024-12-09,DELIVERED
601,298,2024-08-22,DELIVERED
602,298,2024-05-10,DELIVERED
603,298,2024-08-13,DELIVERED
604,299,2023-10-11,DELIVERED
605,300,2023-12-08,DELIVERED
606,300,2022-11-29,DELIVERED
607,301,2024-12-29,DELIVERED
608,301,2024-12-16,DELIVERED
609,301,2024-12-23,DELIVERED
610,302,2024-04-28,DELIVERED
611,302,2024-05-11,DELIVERED
612,303,2024-06-16,DELIVERED
613,304,2024-07-08,DELIVERED
614,305,2022-11-24,DELIVERED
615,305,2024-07-21,DELIVERED
616,305,2021-09-26,DELIVERED
617,305,2022-03-28,DELIVERED
618,305,2021-12-07,DELIVERED
619,306,2023-12-19,DELIVERED
620,306,2024-10-13,DELIVERED
621,306,2024-04-30,DELIVERED
622,307,2024-12-09,DELIVERED
623,308,2024-11-21,DELIVERED
624,309,2024-08-07,CANCELLED
625,309,2024-11-05,DELIVERED
626,309,2024-05-04,DELIVERED
627,310,2024-11-14,DELIVERED
628,311,2023-09-22,DELIVERED
629,311,2024-08-21,DELIVERED
630,311,2024-09-22,DELIVERED
631,311,2024-11-19,DELIVERED
632,311,2024-03-19,DELIVERED
633,312,2024-09-23,DELIVERED
634,312,2023-09-26,DELIVERED
635,312,2022-07-02,DELIVERED
636,313,2024-04-03,DELIVERED
637,313,2023-03-31,DELIVERED
638,313,2024-07-22,DELIVERED
639,313,2024-09-30,DELIVERED
640,313,2024-08-06,DELIVERED
641,314,2024-05-21,DELIVERED
642,314,2024-09-06,DELIVERED
643,314,2024-07-10,DELIVERED
644,314,2023-03-13,DELIVERED
645,314,2023-02-14,DELIVERED
646,315,2024-05-24,DELIVERED
647,315,2023-08-16,DELIVERED
648,316,2022-02-22,DELIVERED
649,317,2023-06-15,DELIVERED
650,318,2024-01-04,DELIVERED
651,318,2023-10-28,DELIVERED
652,319,2021-04-29,DELIVERED
653,320,2024-10-26,DELIVERED
654,320,2024-09-12,DELIVERED
655,320,2024-11-28,DELIVERED
656,320,2024-10-27,DELIVERED
657,320,2024-09-27,DELIVERED
658,321,2024-10-16,DELIVERED
659,322,2024-12-27,DELIVERED
660,322,2023-08-24,DELIVERED
661,323,2024-07-05,DELIVERED
662,324,2023-07-02,DELIVERED
663,324,2023-09-03,DELIVERED
664,325,2024-02-17,DELIVERED
665,326,2022-07-24,DELIVERED
666,326,2023-05-28,DELIVERED
667,326,2023-11-16,DELIVERED
668,327,2023-09-26,DELIVERED
669,327,2024-08-08,DELIVERED
670,328,2024-10-12,DELIVERED
671,328,2024-09-29,CANCELLED
672,328,2024-12-01,DELIVERED
673,328,2024-11-15,DELIVERED
674,328,2024-07-24,DELIVERED
675,329,2024-11-11,DELIVERED
676,329,2024-04-14,DELIVERED
677,329,2022-07-25,DELIVERED
678,330,2023-08-01,DELIVERED
679,330,2022-02-05,DELIVERED
680,331,2023-06-05,DELIVERED
681,332,2023-12-17,CANCELLED
682,332,2024-01-08,DELIVERED
683,332,2024-01-02,DELIVERED
684,332,2024-06-30,CANCELLED
685,332,2022-08-26,DELIVERED
686,332,2024-12-18,DELIVERED
687,332,2022-09-01,DELIVERED
688,332,2023-12-13,DELIVERED
689,332,2024-07-22,DELIVERED
690,332,2022-08-27,DELIVERED
691,333,2024-12-03,CANCELLED
692,333,2024-12-11,CANCELLED
693,333,2024-12-19,DELIVERED
694,333,2024-11-30,DELIVERED
695,333,2024-12-16,DELIVERED
696,334,2024-09-14,DELIVERED
697,335,2024-09-30,DELIVERED
698,336,2024-12-07,DELIVERED
699,337,2024-08-08,DELIVERED
700,338,2024-10-19,DELIVERED
701,339,2024-11-23,DELIVERED
702,340,2024-08-09,DELIVERED
703,341,2024-09-06,DELIVERED
704,342,2024-06-05,DELIVERED
705,342,2024-05-26,DELIVERED
706,342,2024-08-08,DELIVERED
707,343,2024-09-06,DELIVERED
708,343,2024-04-09,DELIVERED
709,343,2023-10-06,DELIVERED
710,344,2024-10-05,DELIVERED
711,344,2024-09-02,CANCELLED
712,344,2024-07-16,DELIVERED
713,344,2024-04-11,DELIVERED
714,344,2024-11-15,DELIVERED
715,345,2025-01-01,DELIVERED
716,346,2024-10-14,CANCELLED
717,346,2024-10-27,DELIVERED
718,346,2024-09-12,DELIVERED
719,347,2024-08-24,DELIVERED
720,348,2024-12-06,DELIVERED
721,349,2024-07-07,DELIVERED
722,350,2024-10-12,DELIVERED
723,351,2024-11-28,DELIVERED
724,352,2023-02-12,DELIVERED
725,352,2024-04-19,DELIVERED
726,352,2022-02-04,DELIVERED
727,352,2022-10-27,DELIVERED
728,352,2022-04-19,CANCELLED
729,352,2023-03-25,DELIVERED
730,352,2024-01-11,DELIVERED
731,352,2023-05-06,DELIVERED
732,352,2023-01-20,DELIVERED
733,352,2023-11-18,CANCELLED
734,353,2023-09-21,DELIVERED
735,354,2022-10-16,CANCELLED
736,355,2024-07-26,CANCELLED
737,356,2024-04-27,DELIVERED
738,356,2024-08-05,DELIVERED
739,357,2024-11-07,DELIVERED
740,358,2024-08-21,DELIVERED
741,359,2024-10-13,DELIVERED
742,359,2024-02-07,DELIVERED
743,359,2023-09-14,CANCELLED
744,360,2021-12-17,CANCELLED
745,360,2024-07-14,CANCELLED
746,360,2022-07-15,DELIVERED
747,361,2022-06-14,DELIVERED
748,362,2024-07-24,DELIVERED
749,362,2024-11-01,DELIVERED
750,363,2024-05-06,DELIVERED
751,364,2022-06-15,DELIVERED
752,365,2024-12-14,DELIVERED
753,365,2024-12-19,DELIVERED
754,366,2024-08-07,DELIVERED
755,367,2022-10-18,CANCELLED
756,367,2022-11-07,DELIVERED
757,367,2024-10-06,DELIVERED
758,368,2024-06-05,DELIVERED
759,368,2024-03-24,DELIVERED
760,369,2024-10-21,DELIVERED
761,370,2022-10-14,DELIVERED
762,371,2024-05-05,DELIVERED
763,372,2023-10-31,DELIVERED
764,373,2024-07-08,DELIVERED
765,374,2023-08-21,DELIVERED
766,375,2024-09-04,DELIVERED
767,375,2024-10-22,DELIVERED
768,376,2024-12-17,DELIVERED
769,376,2024-11-01,DELIVERED
770,377,2024-09-14,DELIVERED
771,377,2024-05-26,DELIVERED
772,377,2023-08-20,DELIVERED
773,378,2024-12-26,DELIVERED
774,378,2023-03-01,DELIVERED
775,378,2023-10-03,DELIVERED
776,379,2023-05-15,DELIVERED
